"","yacht design","year","url","name","crew","r1","r2","r3","r4","r5","r6","r7","r8","total","boat","sail","bow","club","place","skipper"
"1629","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Robert Kinney / Jamie Hardenbergh",6,16,7,27,15,14,4,12,74,"USA 1375","USA 1375",NA,NA,NA,"Argyle Campbell  / Robert Kinney"
"1630","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Stu Saffer / John Edenbach",11,20,5,17,13,10,35,4,80,"KGB","USA 1308",NA,NA,NA,"Senet Bischoff  / Stu Saffer"
"1631","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","David Dyson / Tim Keyworth",14,8,8,12,3,31,35,7,83,"USA 1341","USA 1341",NA,NA,NA,"Chuck Poindexter  / David Dyson"
"1632","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Rodrigo Meireles / Eric Doyle",5,9,10,26,22,5,24,14,89,"Arethusa","USA 1376",NA,NA,NA,"Phil Lotz  / Rodrigo Meireles"
"1633","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Eric Ellis / Paolo Shaefer",25,4,25,15,5,20,13,15,97,"USA 1371","USA 1371",NA,NA,NA,"Ken Womack  / Eric Ellis"
"1634","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Brad Boston / Curt Oetking",9,12,19,9,6,9,35,35,99,"La Tormenta","USA 1137",NA,NA,NA,"Shannon Bush  / Brad Boston"
"1635","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Eamonn DeLisser / Stuart DeLisser",8,22,6,24,26,17,10,13,100,"Victory","USA 1373",NA,NA,NA,"Buddy Cribb  / Eamonn DeLisser"
"1636","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Terry Naylon / Rick Stevens",23,11,12,14,16,19,17,23,112,"Hat Trick","USA 1328",NA,NA,NA,"Mark Toso  / Terry Naylon"
"1637","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Marc Robert / Jay Cross",15,23,23,21,11,26,14,10,117,"Skanky Jane","USA 398",NA,NA,NA,"Tam Matthews  / Marc Robert"
"1638","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Brad Funk / Magnus Liljedahl",32,24,13,5,24,21,15,20,122,"Widespread Panic","USA 1239",NA,NA,NA,"Stephen Horwitz  / Brad Funk"
"1639","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Barry Allardice / Kevin Gillman / Danielle Steptembre",13,10,14,25,33,18,11,35,124,"USA 1185","USA 1185",NA,NA,NA,"Robert Hitchcock  / Barry Allardice / Kevin Gillman"
"1640","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Tim Banks / Eric Lawerence",20,25,15,32,1,22,35,18,133,"Vertigo","USA 1055",NA,NA,NA,"Christopher Lanza  / Tim Banks"
"1641","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Grant Taukoos / Will Graves",18,15,18,33,32,12,22,22,139,"Jester","USA 1041",NA,NA,NA,"Robert Burgess  / Grant Taukoos"
"1642","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Aaron Housten / Ed Furry",31,19,32,18,27,16,12,19,142,"USA 1280","USA 1280",NA,NA,NA,"Craig Mense  / Aaron Housten"
"1643","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Todd Jones / Glenn Burton",24,30,26,23,7,27,9,35,146,"Grizzly","USA 1177",NA,NA,NA,"Charles Bayer  / Todd Jones"
"1644","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Andrew McCrae / Luke Lawrence",21,32,27,16,23,25,16,21,149,"JRWoneDesign","CAN 993",NA,NA,NA,"Jerry Wendt  / Andrew McCrae"
"1645","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Eric Vigrass / Dennis Carriare",28,27,16,29,21,13,18,35,152,"USA 1063","USA 1063",NA,NA,NA,"Nick Amendola  / Eric Vigrass"
"1646","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Cameron Carlin / Nick Morrell",27,18,24,20,25,29,19,24,157,"Something Good","USA 928",NA,NA,NA,"Bill Mauk  / Cameron Carlin"
"1647","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Ken Felis / Kevin Hawko",19,13,28,19,18,28,35,35,160,"1309","USA 1309",NA,NA,NA,"Don Brush  / Ken Felis"
"1648","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Graham Sunderland / Matt Rainback / Amy Prime",22,26,21,31,30,23,35,16,169,"Hancock","GBR 1409",NA,NA,NA,"David Franks  / Graham Sunderland / Matt Rainback"
"1649","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Henry Chau / Joe Logan",33,33,31,22,31,24,21,9,171,"Trankeylo","USA 1145",NA,NA,NA,"PJ Keenan  / Henry Chau"
"1650","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Bill Johns / David Forrester",26,31,30,28,20,32,20,35,187,"Nemesis","USA 1307",NA,NA,NA,"Jeff Nehms  / Bill Johns"
"1651","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Ralph Carpenter / Patrick Sloan",29,28,33,13,28,33,35,35,199,"Crapshoot","USA 1111",NA,NA,NA,"Patricia Stadel  / Ralph Carpenter"
"1652","Etchells",2013,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=652","US Nationals & Coral Reef Cup","Gabriele Armstrong / Scott Lindars / Joe Heller",30,29,29,30,29,30,35,35,212,"Jeremiah","USA 1202",NA,NA,NA,"Jonah Pruitt  / Gabriele Armstrong / Scott Lindars"
"1653",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,5,2,6,3,NA,NA,NA,NA,16,"USA 1225","USA 1225","25",NA,1,"Tom Lihan"
"1654",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,8,NA,1,4,5,NA,NA,NA,18,"Aging Rockstar","USA 102","02",NA,2,"Smith/Frazer"
"1655",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,24,NA,2,2,4,NA,NA,NA,32,"USA 1296","USA 1296","96",NA,4,"Jeffrey Siegal"
"1656",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,13,11,NA,7,2,NA,NA,NA,33,"Keep Smiling","USA 1232","32",NA,5,"Marvin Beckmann"
"1657",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,7,5,9,12,NA,NA,NA,NA,33,"Pipe Dream XVI","USA 1372","72",NA,6,"Scott Piper"
"1658",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,12,16,7,1,NA,NA,NA,NA,36,"Clean Execution","USA 1305","05",NA,7,"Michael Gavin"
"1659",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,11,9,NA,15,1,NA,NA,NA,36,"Mahalaga","USA 1168","68",NA,8,"Peter Vessella"
"1660",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,15,3,NA,6,12,NA,NA,NA,36,"USA 1177","USA 1177","77",NA,9,"Bruce Huber"
"1661",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,2,12,13,9,NA,NA,NA,NA,36,"Champagne III","USA 1259","59",NA,10,"John Ulbrich"
"1662",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,1,6,29,NA,3,NA,NA,NA,39,"USA 1375","USA 1375","75",NA,11,"Argyle Campbell"
"1663",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,9,4,4,NA,27,NA,NA,NA,44,"Bella Rena","CAN 1327","27",NA,12,"Henry Demone"
"1664",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,14,13,NA,13,6,NA,NA,NA,46,"USA 1402","USA 1402","14",NA,13,"Jim Cunningham"
"1665",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,4,NA,16,11,22,NA,NA,NA,53,"KGB","USA 1308","08",NA,14,"KGBKinney/Bischoff"
"1666",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,23,15,3,NA,15,NA,NA,NA,56,"USA 1341","USA 1341","34",NA,15,"Chuck Poindexter"
"1667",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,28,NA,10,9,9,NA,NA,NA,56,"EFYRA 3","GRE 1368","03",NA,17,"Stratis Andreadis"
"1668",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,6,17,NA,19,16,NA,NA,NA,58,"La Tormenta","USA 1137","37",NA,18,"Shannon Bush"
"1669",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,17,8,NA,20,17,NA,NA,NA,62,"Gelert","GBR 993","93",NA,19,"James Howells"
"1670",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,3,NA,19,22,20,NA,NA,NA,64,"Victory","USA 1373","73",NA,20,"Buddy Cribb"
"1671",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,16,NA,17,23,8,NA,NA,NA,64,"USA 1264","USA 1264","64",NA,21,"Francisco / Guerriero"
"1672",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,30,10,NA,27,14,NA,NA,NA,81,"Julia","USA 978","78",NA,23,"Rick Kaiser"
"1673",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,22,NA,14,17,28,NA,NA,NA,81,"Flying Colors","USA 1241","41",NA,24,"Ken Womack"
"1674",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,20,31,5,NA,26,NA,NA,NA,82,"Caramba","USA 1097","97",NA,25,"Jose Fuentes"
"1675",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,27,21,11,NA,29,NA,NA,NA,88,"Lucky","USA 1355","55",NA,26,"Bryon Ehrhart"
"1676",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,39,22,8,21,NA,NA,NA,NA,90,"Vertigo","USA 1055","15",NA,28,"Chris Lanza"
"1677",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,19,37,NA,25,10,NA,NA,NA,91,"Tiburon","NZL 1348","89",NA,30,"Mark Watson / Dirk 
    Kneulman"
"1678",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,10,NA,37,40,18,NA,NA,NA,105,"Trankeylo","USA 1145","45",NA,33,"PJ Keenan"
"1679",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,34,30,NA,14,31,NA,NA,NA,109,"USA 1280","USA 1280","80",NA,34,"Craig Mense"
"1680",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,21,20,21,NA,49,NA,NA,NA,111,"USA 1310","USA 1310","10",NA,35,"John Podmajersky"
"1681",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,36,14,NA,30,35,NA,NA,NA,115,"Wayward","CAN 1231","23",NA,36,"Jerry O'Brien"
"1682",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,26,29,NA,36,24,NA,NA,NA,115,"USA 1185","USA 1185","85",NA,37,"Allardice / Hitchcock"
"1683",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,33,34,NA,29,25,NA,NA,NA,121,"Nemesis","USA 1307","07",NA,38,"Jeff Nehms"
"1684",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,18,35,25,NA,49,NA,NA,NA,127,"Widespread Panic","USA 1239","39",NA,39,"Steve Horwitz"
"1685",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,38,27,NA,31,33,NA,NA,NA,129,"Brass Monkey","USA 980","49",NA,40,"Michael Frerker"
"1686",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,35,NA,34,38,37,NA,NA,NA,144,"Hat Trick","USA 1328","28",NA,42,"Toso / Naylon"
"1687",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,41,41,32,NA,38,NA,NA,NA,152,"John Deere","USA 1094","94",NA,43,"Hodgson / Bourke"
"1688",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,37,42,40,35,NA,NA,NA,NA,154,"Gumption","USA 1208","20",NA,44,"Kevin Grainger"
"1689",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,43,NA,46,39,36,NA,NA,NA,164,"Trixie Blue","USA 1155","51",NA,45,"Doug Schneibner / Tom 
      Norsworthy"
"1690",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,40,NA,44,42,39,NA,NA,NA,165,"Morena Linda","CAN 1284","84",NA,46,"Mauricio Verdier"
"1691",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Piana.html","Piana Cup (2011)",NA,47,36,36,NA,49,NA,NA,NA,168,"Jeremiah","USA 1202","22",NA,47,"Jonah Pruitt III"
"1692",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,3,6,NA,NA,NA,NA,NA,NA,9,"USA 1375","USA 1375","75",NA,1,"Argyle Campbell"
"1693",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,8,4,NA,NA,NA,NA,NA,NA,12,"USA 1300","USA 1300","13",NA,2,"Dressell / Pomerleau"
"1694",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,2,13,NA,NA,NA,NA,NA,NA,15,"EFYRA 3","GRE 1368","3",NA,3,"George Andreadis"
"1695",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,6,9,NA,NA,NA,NA,NA,NA,15,"La Tormenta","USA 1137","37",NA,4,"Shannon Bush"
"1696",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,14,2,NA,NA,NA,NA,NA,NA,16,"Aging Rockstar","USA 102","2",NA,5,"Smith/Frazer"
"1697",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,5,11,NA,NA,NA,NA,NA,NA,16,"Gelert","GBR 993","93",NA,6,"James Howells"
"1698",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,17,1,NA,NA,NA,NA,NA,NA,18,"Keep Smiling","USA 1232","32",NA,7,"Marvin Beckmann"
"1699",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,15,5,NA,NA,NA,NA,NA,NA,20,"Brass Monkey","USA 980","49",NA,8,"Michael Frerker"
"1700",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,7,14,NA,NA,NA,NA,NA,NA,21,"USA 1225","USA 1225","25",NA,9,"Tom Lihan"
"1701",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,20,7,NA,NA,NA,NA,NA,NA,27,"USA 1185","USA 1185","85",NA,10,"Allardice / Hitchcock"
"1702",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,10,17,NA,NA,NA,NA,NA,NA,27,"Bedrock","GBR 987","87",NA,11,"Robert Elliott"
"1703",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,11,16,NA,NA,NA,NA,NA,NA,27,"Flying Colors","USA 1241","41",NA,12,"Ken Womack"
"1704",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,21,8,NA,NA,NA,NA,NA,NA,29,"Cougar","USA 1085","18",NA,13,"Ethan Doyle"
"1705",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,29,3,NA,NA,NA,NA,NA,NA,32,"Raging Rooster","USA 1397","17",NA,14,"Peter Duncan"
"1706",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,12,20,NA,NA,NA,NA,NA,NA,32,"Mahalaga","USA 1168","68",NA,15,"Peter Vessella"
"1707",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,23,15,NA,NA,NA,NA,NA,NA,38,"Tiburon","BER 1394","89",NA,16,"Watson / Kneulman"
"1708",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,9,30,NA,NA,NA,NA,NA,NA,39,"Caramba","USA 1097","97",NA,17,"Jose Fuentes"
"1709",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,1,44,NA,NA,NA,NA,NA,NA,45,"USA 12","USA 12","12",NA,18,"Phil Wehrheim"
"1710",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,33,12,NA,NA,NA,NA,NA,NA,45,"USA 1310","USA 1310","10",NA,19,"John Podmajersky"
"1711",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,13,32,NA,NA,NA,NA,NA,NA,45,"Clean Execution","USA 1305","5",NA,20,"Michael Gavin"
"1712",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,30,19,NA,NA,NA,NA,NA,NA,49,"USA 1341","USA 1341","34",NA,21,"Chuck Poindexter"
"1713",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,31,21,NA,NA,NA,NA,NA,NA,52,"USA 1280","USA 1280","80",NA,22,"Craig Mense"
"1714",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,16,37,NA,NA,NA,NA,NA,NA,53,"Anam Chara","SUI 1187","47",NA,23,"James McHugh"
"1715",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,22,31,NA,NA,NA,NA,NA,NA,53,"Annie","BAH 1388","88",NA,24,"Gary Gilbert"
"1716",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,26,28,NA,NA,NA,NA,NA,NA,54,"Trankeylo","USA 1145","45",NA,25,"PJ Keenan"
"1717",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,19,36,NA,NA,NA,NA,NA,NA,55,"Bella Rena","CAN 1327","27",NA,26,"Henry Demone"
"1718",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,32,23,NA,NA,NA,NA,NA,NA,55,"Firing Line","USA 1398","98",NA,27,"Bruce Burton"
"1719",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,28,27,NA,NA,NA,NA,NA,NA,55,"Julia","USA 978","78",NA,28,"Rick Kaiser"
"1720",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,4,52,NA,NA,NA,NA,NA,NA,56,"USA 1296","USA 1296","96",NA,29,"Jeffrey Siegal"
"1721",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,39,18,NA,NA,NA,NA,NA,NA,57,"Nemesis","USA 1307","7",NA,30,"Jeff Nehms"
"1722",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,18,39,NA,NA,NA,NA,NA,NA,57,"Vertigo","USA 1055","15",NA,31,"Chris Lanza"
"1723",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,37,22,NA,NA,NA,NA,NA,NA,59,"Wayward","CAN 1231","23",NA,32,"Jerry O'Brien"
"1724",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,35,25,NA,NA,NA,NA,NA,NA,60,"Pipe Dream XVI","USA 1372","72",NA,33,"Scott Piper"
"1725",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,52,10,NA,NA,NA,NA,NA,NA,62,"Playmaker","usa 1260","60",NA,34,"Alan Kelly"
"1726",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,41,24,NA,NA,NA,NA,NA,NA,65,"Widespread Panic","USA 1239","39",NA,35,"Steve Horwitz"
"1727",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,25,40,NA,NA,NA,NA,NA,NA,65,"KGB","USA 1308","8",NA,36,"Kinney / Bischoff"
"1728",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,36,33,NA,NA,NA,NA,NA,NA,69,"USA 1199","USA 1199","99",NA,37,"Hele / Mills"
"1729",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,24,47,NA,NA,NA,NA,NA,NA,71,"Victory","USA 1373","73",NA,38,"Buddy Cribb"
"1730",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,45,26,NA,NA,NA,NA,NA,NA,71,"CAN 968","CAN 968","91",NA,39,"Jerry Wendt"
"1731",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,42,29,NA,NA,NA,NA,NA,NA,71,"Trixie Blue","USA 1155","51",NA,40,"Schneibner / Norsworthy"
"1732",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,27,45,NA,NA,NA,NA,NA,NA,72,"Lucky","USA 1355","55",NA,41,"Bryon Ehrhart"
"1733",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,38,35,NA,NA,NA,NA,NA,NA,73,"Hat Trick","USA 1328","28",NA,42,"Toso / Naylon"
"1734",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,34,43,NA,NA,NA,NA,NA,NA,77,"USA 1402","USA 1402","14",NA,43,"Jim Cunningham"
"1735",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,44,34,NA,NA,NA,NA,NA,NA,78,"Jester","USA 1041","4",NA,44,"Robert Burgess"
"1736",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,40,38,NA,NA,NA,NA,NA,NA,78,"Gumption","USA 1208","20",NA,45,"Kevin Grainger"
"1737",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,43,42,NA,NA,NA,NA,NA,NA,85,"America Jane II","USA 1198","19",NA,46,"Scott Kaufman"
"1738",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,46,41,NA,NA,NA,NA,NA,NA,87,"Jeremiah","USA 1202","22",NA,47,"Jonah Pruitt III"
"1739",NA,2012,"http://www.etchellsfleet20.org/results/2012/2012Doren.html","Sid Doren Memorial",NA,47,46,NA,NA,NA,NA,NA,NA,93,"Skye","USA 880","61",NA,48,"Bruce Avery"
