"","X1","yacht design","year","url","name","crew","r1","r2","r3","r4","r5","r6","r7","r8","total","boat","sail","bow","club","place","skipper","skipper_raw","lastName","id"
"701",701,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1444","Piana Cup (2015)","Matt Hannaby / Ben Palmer",37,28,43,50,50,NA,NA,NA,158,"usa 1266","USA 1266",NA,NA,NA,"stephen line","Stephen Line  / Matt Hannaby","line",228
"702",702,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1444","Piana Cup (2015)","Terry Naylon / Andrew Coldicutt",45,41,37,43,38,NA,NA,NA,159,"crapshoot","USA 1111",NA,NA,NA,"mark toso","Mark Toso  / Terry Naylon","toso",360
"703",703,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1444","Piana Cup (2015)","Peter Norman / Nick Lounsbury",38,42,44,39,43,NA,NA,NA,162,"press gang","CAN 1072",NA,NA,NA,"roland van hazel","Roland van Hazel  / Peter Norman","hazel",159
"704",704,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1444","Piana Cup (2015)","Max Skelley / Will Wells",50,50,50,35,50,NA,NA,NA,185,"gumption3","USA 1208",NA,NA,NA,"kevin grainger","Kevin Grainger  / Max Skelley","grainger",147
"705",705,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Brad Boston / Curt Oetking",9,5,5,11,NA,NA,NA,NA,30,"la tormenta","USA 1415",NA,NA,NA,"shannon bush","Shannon Bush  / Brad Boston","bush",53
"706",706,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Tony Rey  / Chris Cantrick / Steve Jarvin",14,10,11,5,NA,NA,NA,NA,40,"efyra iii","GRE 1368",NA,NA,NA,"andreadis","Andreadis / Tony Rey  / Chris Cantrick","andreadis",NA
"707",707,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","San Myers / Danielle Septembre / Lara Dallman-Weiss",10,22,8,1,NA,NA,NA,NA,41,"the martian","USA 1378",NA,NA,NA,"marvin beckmann","Marvin Beckmann  / San Myers / Danielle Septembre","beckmann",237
"708",708,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Finn Hill / Simon Fry",2,24,17,7,NA,NA,NA,NA,50,"tquila","SUI 1425",NA,NA,NA,"andy beadsworth","Andy Beadsworth  / Finn Hill","beadsworth",24
"709",709,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","John Hartford / Nicole Popp / Fred Strammer",6,18,27,9,NA,NA,NA,NA,60,"usa 1280","USA 1280",NA,NA,NA,"craig mense","Craig Mense  / John Hartford / Nicole Popp","mense",257
"710",710,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Michael Menninger / George Peet / Norman Berge",31,23,6,2,NA,NA,NA,NA,62,"scimitar","USA 1228",NA,NA,NA,"steve benjamin","Steve Benjamin  / Michael Menninger / George Peet","benjamin",29
"711",711,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Chris Lefferdink / David Burrows",4,3,45,12,NA,NA,NA,NA,64,"lucky","USA 1355",NA,NA,NA,"bryon ehrhart","Bryon Ehrhart  / Chris Lefferdink","ehrhart",111
"712",712,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Jeff Madrigali / Mark Ivey / Bryn Bachman",5,25,1,34,NA,NA,NA,NA,65,"lifted","USA 1408",NA,NA,NA,"jim cunningham","Jim Cunningham  / Jeff Madrigali / Mark Ivey","cunningham",88
"713",713,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Senet Bischoff  / Clay Bischoff",20,19,10,17,NA,NA,NA,NA,66,"kgb","USA 1308",NA,NA,NA,"ben kinney","Ben Kinney / Senet Bischoff","kinney",342
"714",714,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Colin Kirby / Mary Ewenson / Nick Ewenson",7,17,21,23,NA,NA,NA,NA,68,"caramba","USA 1405",NA,NA,NA,"geoff ewenson","Geoff Ewenson  / Colin Kirby / Mary Ewenson","ewenson",118
"715",715,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Graham Sunderland / Richard Mason / Emily Wilkshire",30,7,14,21,NA,NA,NA,NA,72,"strait dealer","GBR 1418",NA,NA,NA,"david franks","David Franks  / Graham Sunderland / Richard Mason","franks",128
"716",716,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Taylor Canfield / Michael Buckley / Lauren Gillooly",19,14,12,29,NA,NA,NA,NA,74,"skanky gene","USA 1414",NA,NA,NA,"jay cross","Jay Cross  / Taylor Canfield / Michael Buckley","cross",83
"717",717,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Scott Kulp / Ched Proctor",8,12,36,20,NA,NA,NA,NA,76,"usa 1310","USA 1310",NA,NA,NA,"john podmajersky","John Podmajersky  / Scott Kulp","podmajersky",296
"718",718,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Scott Mason / Robert Kinney",22,4,9,43,NA,NA,NA,NA,78,"viva","USA 1429",NA,NA,NA,"don jesberg","Don Jesberg  / Scott Mason","jesberg",192
"719",719,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Skip Dieball / Jeff Eiber",26,1,49,4,NA,NA,NA,NA,80,"aretas","USA 1396",NA,NA,NA,"jon mcclean","Jon McClean  / Skip Dieball","mcclean",246
"720",720,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Scott MacLeod / Michael Guerriero",27,9,31,13,NA,NA,NA,NA,80,"american baby","USA 1394",NA,NA,NA,"george francisco","George Francisco  / Scott MacLeod","francisco",127
"721",721,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Tim Healy / TBD",12,8,43,19,NA,NA,NA,NA,82,"usa 1225","USA 1225",NA,NA,NA,"jamie hilton","Jamie Hilton  / Tim Healy","hilton",166
"722",722,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Jud Smith / Thomas Blackwell",17,28,32,14,NA,NA,NA,NA,91,"raging rooster","USA 1397",NA,NA,NA,"peter duncan","Peter Duncan  / Jud Smith","duncan",109
"723",723,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Robby Brown / Stuart DeLisser",28,2,20,45,NA,NA,NA,NA,95,"lakota","USA 1224",NA,NA,NA,"peter sulick","Peter Sulick  / Robby Brown","sulick",348
"724",724,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Andreas Josenhans / Dirk Kneulman",13,31,46,6,NA,NA,NA,NA,96,"tiburon","BER 1412",NA,NA,NA,"mark watson","Mark Watson  / Andreas Josenhans","watson",364
"725",725,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","David Vera / Louis Doreste",58,21,7,10,NA,NA,NA,NA,96,"no dramas","SUI 1403",NA,NA,NA,"seamus mchugh","Seamus McHugh  / David Vera","mchugh",247
"726",726,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Arial DeLisser / Jed Lee / Ian Robinson",25,20,19,36,NA,NA,NA,NA,100,"nemesis","USA 1307",NA,NA,NA,"jeff nehms","Jeff Nehms  / Arial DeLisser / Jed Lee","nehms",276
"727",727,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Yandell Rogers / Mike Mccann",1,58,15,27,NA,NA,NA,NA,101,"gbr 1424","GBR 1424",NA,NA,NA,"barry parkin","Barry Parkin  / Yandell Rogers","parkin",287
"728",728,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Schuyler Needham / Peter Needham /  Mackenzie Needham",15,49,26,16,NA,NA,NA,NA,106,"bad martha","USA 1195",NA,NA,NA,"connor needham","Connor Needham  / Schuyler Needham / Peter Needham","needham",274
"729",729,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Rick Jarchow / Scott Lindars",11,50,13,33,NA,NA,NA,NA,107,"vertigo","USA 1055",NA,NA,NA,"chris lanza","Chris Lanza  / Rick Jarchow","lanza",72
"730",730,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Jeff Linton / Chris Morgan",33,35,37,3,NA,NA,NA,NA,108,"usa 1300","USA 1300",NA,NA,NA,"ernie pomerleau","Ernie Pomerleau  / Jeff Linton","pomerleau",298
"731",731,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Jack Sustronk / Kenny Benson",21,15,33,42,NA,NA,NA,NA,111,"3 blind mice","CAN 1379",NA,NA,NA,"paul sustronk","Paul Sustronk  / Jack Sustronk","sustronk",349
"732",732,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Ben Palmer / Dicken Maclean",39,30,35,8,NA,NA,NA,NA,112,"usa 1375","USA 1375",NA,NA,NA,"argyle campbell","Argyle Campbell  / Ben Palmer","campbell",57
"733",733,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Max Skelley / Scott Norris",37,11,40,26,NA,NA,NA,NA,114,"gumption3","USA 1208",NA,NA,NA,"kevin grainger","Kevin Grainger  / Max Skelley","grainger",147
"734",734,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Michael Lenkeit / Mark Brink",3,26,54,35,NA,NA,NA,NA,118,"1363","USA 1363",NA,NA,NA,"michael goldfarb","Michael Goldfarb  / Michael Lenkeit","goldfarb",142
"735",735,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Rodrigo Meireles / Chris Busch",24,32,4,58,NA,NA,NA,NA,118,"arethusa","USA 1376",NA,NA,NA,"phil lotz","Phil Lotz  / Rodrigo Meireles","lotz",233
"736",736,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Bill Abbott / Guy Rittger / Lian Gavin",35,40,25,18,NA,NA,NA,NA,118,"clean execution","USA 1305",NA,NA,NA,"michael gavin","Michael Gavin  / Bill Abbott / Guy Rittger","gavin",136
"737",737,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Gerri Whitley / Tom Dawson",18,6,52,47,NA,NA,NA,NA,123,"ninkasi","USA 1126",NA,NA,NA,"richard kaiser","Richard Kaiser  / Gerri Whitley","kaiser",203
"738",738,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Brian Kamilar / Alex Sachs / Kristin Sanders",42,33,29,22,NA,NA,NA,NA,126,"blackadder","CAN 1327",NA,NA,NA,"andrew cumming","Andrew Cumming  / Brian Kamilar / Alex Sachs","cumming",86
"739",739,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Watt Duffy / Dan Peckham",48,46,3,30,NA,NA,NA,NA,127,"usa 1371","USA 1371",NA,NA,NA,"ken womack","Ken Womack  / Watt Duffy","womack",374
"740",740,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Eric Lawrence / Jordan Smith",32.5,32.5,28,37,NA,NA,NA,NA,130,"annnie","USA 1388",NA,NA,NA,"gary gilbert","Gary Gilbert  / Eric Lawrence","gilbert",135
"741",741,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Austen Anderson / Jesse Kirkland / Victor Diaz",58,27,22,24,NA,NA,NA,NA,131,"america jane 11","USA 1198",NA,NA,NA,"scott kaufman","Scott Kaufman  / Austen Anderson / Jesse Kirkland","kaufman",206
"742",742,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Eamonn deLisser / Jeff Dever",51,13,38,31,NA,NA,NA,NA,133,"victory","USA 1373",NA,NA,NA,"buddy cribb","Buddy Cribb  / Eamonn deLisser","cribb",82
"743",743,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Andrew Cooke / Chris Brady",43,52,23,15,NA,NA,NA,NA,133,"whirlwind","USA 1238",NA,NA,NA,"william fink","William Fink  / Andrew Cooke","fink",121
"744",744,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Evan Aras / Ridgely MacKenzie",46,41,2,46,NA,NA,NA,NA,135,"playmaker","USA 1260",NA,NA,NA,"alan kelly","Alan Kelly  / Evan Aras","kelly",208
"745",745,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Morten Henriksen / John Millen",29,51,24,32,NA,NA,NA,NA,136,"rebel rebel","USA 1419",NA,NA,NA,"john hele","John Hele  / Morten Henriksen","hele",162
"746",746,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Kent Paisley / Tristan Story",23,37,48,40,NA,NA,NA,NA,148,"can 1264","CAN 1264",NA,NA,NA,"erik yeo","Erik Yeo  / Kent Paisley","yeo",376
"747",747,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Ben Cooper / Neil Harrison",41,48,34,25,NA,NA,NA,NA,148,"usa 1266","USA 1266",NA,NA,NA,"david franks","David Franks  / Ben Cooper","franks",128
"748",748,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Andrew Macrae / Ezra Culver",34,39,47,28,NA,NA,NA,NA,148,"cruel jane","NZL 1381",NA,NA,NA,"lorne leibel","Lorne Leibel  / Andrew Macrae","leibel",225
"749",749,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Terry Naylon / Michael Jobin",32,38,30,49,NA,NA,NA,NA,149,"crapshoot","USA 1111",NA,NA,NA,"mark toso","Mark Toso  / Terry Naylon","toso",360
"750",750,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Phill Blinn / Pedro Andrade",40,16,42,58,NA,NA,NA,NA,156,"powwow","USA 1372",NA,NA,NA,"michael zankel","Michael Zankel  / Phill Blinn","zankel",381
"751",751,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Mike Hren / Breck Mcfarlane",44,43,18,58,NA,NA,NA,NA,163,"rain","CAN 1247",NA,NA,NA,"allan leibel","Allan Leibel  / Mike Hren","leibel",226
"752",752,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Kevin Browne / Will Pelleteri",38,34,53,39,NA,NA,NA,NA,164,"riva","USA 1221",NA,NA,NA,"wade edwards","Wade Edwards  / Kevin Browne","edwards",110
"753",753,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Jim Porter / Michael Norris",45,45,41,38,NA,NA,NA,NA,169,"athena","USA 1282",NA,NA,NA,"john donnelly","John Donnelly  / Jim Porter","donnelly",101
"754",754,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Brian Robertson / Lincoln White",50,36,44,44,NA,NA,NA,NA,174,"usa 1087","USA 1087",NA,NA,NA,"john shanahan","John Shanahan  / Brian Robertson","shanahan",325
"755",755,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Gabriel Armstrong / Bob Hurst / David Bannister",49,47,39,41,NA,NA,NA,NA,176,"jeremiah","USA 1202",NA,NA,NA,"jonah pruitt","Jonah Pruitt  / Gabriel Armstrong / Bob Hurst","pruitt",300
"756",756,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Nick Morrell / Bill Johns",58,58,16,50,NA,NA,NA,NA,182,"something good","USA 928",NA,NA,NA,"bill mauk","Bill Mauk  / Nick Morrell","mauk",242
"757",757,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Ben Wilkinson / Kin Yellott",16,53,55,58,NA,NA,NA,NA,182,"blue skies","USA 1233",NA,NA,NA,"martin kiely","Martin Kiely  / Ben Wilkinson","kiely",341
"758",758,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Ttm Keyworth / Kevin Gillman / Ciara Rodriguez",36,42,50,58,NA,NA,NA,NA,186,"usa 1185","USA 1185",NA,NA,NA,"robert allardice","Robert Allardice  / Ttm Keyworth / Kevin Gillman","allardice",5
"759",759,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Peter Norman / Nick Lounsbury",47,29,58,58,NA,NA,NA,NA,192,"press gang","CAN 1072",NA,NA,NA,"roland van hazel","Roland van Hazel  / Peter Norman","hazel",159
"760",760,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Isabel Galvan / Zach Segal / Monica Verdier / Fritz Meuller",52,44,51,48,NA,NA,NA,NA,195,"morena linda","BRA 1284",NA,NA,NA,"maurcio verdier","Maurcio Verdier  / Isabel Galvan / Zach Segal / Monica Verdier","verdier",362
"761",761,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1445","Sid Doren Memorial","Glenn Burton / Jon Easley",58,58,58,58,NA,NA,NA,NA,232,"firing line","USA 1398",NA,NA,NA,"burton","Bruce J. Burton  / Glenn Burton","burton",50
"762",762,"Etchells FL20",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1446","Florida State Championship","Michael Menninger/ George Peet / Ian Liberty",5,3,1,1,1,NA,NA,NA,6,"scimitar","USA 1228",NA,NA,NA,"steve benjamin","Steve Benjamin  / Michael Menninger/ George Peet","benjamin",29
"763",763,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1446","Florida State Championship","Jud Smith / Tom Blackwell",3,6,9,6,7,NA,NA,NA,22,"raging rooster","USA 1397",NA,NA,NA,"peter duncan","Peter Duncan  / Jud Smith","duncan",109
"764",764,"Etchells FL20",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1446","Florida State Championship","Barry Allardice / Tomas Hornos / Chiara Bruzzi",15,7,6,2,9,NA,NA,NA,24,"usa 1185","USA 1185",NA,NA,NA,"luke lawrence","Luke Lawrence  / Barry Allardice / Tomas Hornos","lawrence",223
"765",765,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1446","Florida State Championship","Mark Fuey / Bryin Bachman / Jeff Madrigali",19,13,3,5,4,NA,NA,NA,25,"lifted","USA 1408",NA,NA,NA,"jim cunningham","Jim Cunningham  / Mark Fuey / Bryin Bachman","cunningham",88
"766",766,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1446","Florida State Championship",NA,13,5,4,3,60,NA,NA,NA,25,"viva","USA 1429",NA,NA,NA,NA,NA,NA,NA
"767",767,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1446","Florida State Championship","Finn Hill / Simon Fry",18,1,10,13,2,NA,NA,NA,26,"tquila","SUI 1425",NA,NA,NA,"andy beadsworth","Andy Beadsworth  / Finn Hill","beadsworth",24
"768",768,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1446","Florida State Championship","Senet Bischoff  / Clay Bischoff",9,42,2,12,6,NA,NA,NA,29,"kgb","USA 1308",NA,NA,NA,"ben kinney","Ben Kinney / Senet Bischoff","kinney",342
"769",769,"Etchells FL20",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1446","Florida State Championship","Brad Boston / Mark Andrews",7,4,26,7,12,NA,NA,NA,30,"la tormenta","USA 1415",NA,NA,NA,"shannon bush","Shannon Bush  / Brad Boston","bush",53
"770",770,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1446","Florida State Championship",NA,53,14,5,11,8,NA,NA,NA,38,"usa 1375","USA 1375",NA,NA,NA,NA,NA,NA,NA
"771",771,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1446","Florida State Championship","Bill Abbott / Guy Rittger",28,2,13,21,11,NA,NA,NA,47,"clean execution","USA 1305",NA,NA,NA,"michael gavin","Michael Gavin  / Bill Abbott","gavin",136
"772",772,"Etchells FL20",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1446","Florida State Championship","Tony Rey",27,46,16,4,3,NA,NA,NA,50,"efyra iii","GRE 1368",NA,NA,NA,"george andreadis","George Andreadis","andreadis",11
"773",773,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1446","Florida State Championship","Austen Anderson / Jesse Kirkland / Victor Diaz",8,15,30,8,19,NA,NA,NA,50,"america jane ii","USA 1198",NA,NA,NA,"scott kaufman","Scott Kaufman  / Austen Anderson / Jesse Kirkland","kaufman",206
"774",774,"Etchells FL20",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1446","Florida State Championship",NA,16,20,27,15,5,NA,NA,NA,56,"usa1300","USA 1300",NA,NA,NA,NA,NA,NA,NA
"775",775,"Etchells FL20",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1446","Florida State Championship","Yandell Rogers / Mike McCann",23,8,11,16,60,NA,NA,NA,58,"gbr 1424","GBR 1424",NA,NA,NA,"barry parkin","Barry Parkin  / Yandell Rogers","parkin",287
"776",776,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1446","Florida State Championship","Graham Sunderland / Amy Prime / Richard Mason",41,10,19,19,18,NA,NA,NA,66,"strait dealer","GBR 1418",NA,NA,NA,"david franks","David Franks  / Graham Sunderland / Amy Prime","franks",128
"777",777,"Etchells",2016,"http://www.yachtscoring.com/event_results_cumulative.cfm?eID=1446","Florida State Championship","Taylor Canfield / Mike Buckley / Lauren Gillooly",30,30,20,9,14,NA,NA,NA,73,"skanky gene","USA 1414",NA,NA,NA,"jay cross","Jay Cross  / Taylor Canfield / Mike Buckley","cross",83
