"","bow","sail number","yacht name","yacht design","skipper/crew","race1","race2","race3","race4","race5","to","total","year","url","name","race6","race7","race8","owner/skipper","place","#","other #","boat name","owner","race 1","race 2","race 3","race 4","race 5","race 6","bow #","sail #","race 7","pos","bow/sail","boat","skipper","1","2","3","4","totalpoints","race 8","sail#","bow#","r1","r2","r3","r4","r5","r6","throwouttotal pts","crew","club","5","6","7","8","race 1 pts","race 2 pts","total points","pts","from","ttl","pl.","total
points","total
 points","throwout total pts","r 1","r 2","r 3","r 4","r 5","r 6","r 7","r 8"
"276","37","USA 907","Volition","Etchells","Ed Kriese  / Tac Beston / Peter Grimm","30","39","37","48/DNS","48/DNS","[48]","154.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4367","Piana Cup (2017)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","7","USA 1307","Nemesis","Etchells","Jeff Nehms  / Tim Banks / Jadir Gomez","36","36","48/RET","48/DNS","48/DNS","[48]","168.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4367","Piana Cup (2017)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","52","USA 1342","Zehn","Etchells","Mark Fleckenstein  / Rebecca Fleckenstein / Jim Bright / Ted Chilek","32","41","48/DNS","48/DNS","48/DNS","[48]","169.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4367","Piana Cup (2017)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","22","USA 1202","Jeremiah","Etchells","Jonah Pruitt  / David Bannister / Gabriele Armstrong / Michael Bracken","48/UFD","40","48/RET","48/DNS","48/DNS","[48]","184.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4367","Piana Cup (2017)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","96","USA 1296","MB III","Etchells","Jamie Hilton  / Chris Busch / Randy Borges / Danielle Septembre","48/DNC","48/DNC","48/DNC","48/DNC","48/DNC","[48]","192.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4367","Piana Cup (2017)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","97","USA 1397","Raging Rooster","Etchells","Peter Duncan","48/DNC","48/DNC","48/DNC","48/DNC","48/DNC","[48]","192.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4367","Piana Cup (2017)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","8","USA 1408","Lifted","Etchells","Jim Cunningham  / Jeff Madrigali / Mark Ivey / Serena Vilage","1","2","3","8","5","[8]","11.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","62","USA 1262","SCIMITAR","Etchells","Steve Benjamin  / Michael Menninger / Ian Liberty / Evan Aras","9","9","8","1","1","[9]","19.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","63","USA 1363","War Canoe","Etchells","Michael Goldfarb  / Morten Henriksen / Skip Dieball","31","5","4","6","6","[31]","21.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","54","BER 1454","Tiburon","Etchells","Mark Watson  / Dirk Kneulman / Andy Beadsworth / Rob Scribner","3","1","7","21","11","[21]","22.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","14","USA 1414","Skanky Gene","Etchells","Jay Cross  / Michael Buckley / George Peet / Wilson Stout","4","18","2","9","7","[18]","22.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","20","USA 1208","Gumption3","Etchells","Kevin Grainger  / Chuck Norris / Jeremy Wilmont","6","20","14","4","3","[20]","27.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","97","USA 1397","Raging Rooster","Etchells","Peter Duncan  / Jud Smith / Andrew Parffery","13","10","1","5","13","[13]","29.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","51","CAN 1451","Blackadder II","Etchells","Andrew Cumming  / Brian Kamilar / William Felder / Nikki Medley","5","22","16","10","10","[22]","41.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","19","USA 1198","America Jane 11","Etchells","Scott Kaufman  / Alex Curtiss / Austen Anderson / Jesse Kirkland","2","21","6","15","19","[21]","42.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","80","USA 1280","Freedom","Etchells","Craig Mense  / John  Harford / Fred  Strammer / Atlantic Bruckman","26","6","20","16","2","[26]","44.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","40","USA 1405","Caramba","Etchells","Jose Fuentes  / Luke Lawrence / Ian Coleman","15","11","10","17","8","[17]","44.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","94","USA 1394","American Baby","Etchells","George Francisco  / Karl Anderson / Ezra Culver","10","14","9","13","20","[20]","46.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","38","GBR 1438","Swedish Blue","Etchells","Ante Razmilovic  / Noel Drennan / Brian Hammersley","24","8","13","14","14","[24]","49.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","5","USA 1305","Clean Execution","Etchells","Michael Gavin  / Bill Abbott / Wes Bemus","7","3","17","24","35","[35]","51.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","78","USA 1378","The Martian","Etchells","Marvin Beckmann  / Jeff Eiber / Nick Turney / Danielle Septembre","34","27","23","3","4","[34]","57.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","15","USA 1415","La Tormenta","Etchells","Shannon Busch  / Brad Boston / Phil Trinter","17","13","24","12","15","[24]","57.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","55","USA 1455","Goombay Smash","Etchells","William Douglass / Chris Larson  / Mark Andrews","22","4","15","19","39/RET","[39]","60.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","13","USA 1300","USA1300","Etchells","Ernest Pomerleau  / Monica Morgan / Chris Morgan / Emory Williams","14","24","5","23","18","[24]","60.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","49","USA 1349","KGB","Etchells","Senet  Bischoff  / Ben Kinney / Clay Bischoff","27","19","25","7","9","[27]","60.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","68","USA 1168","Mahalaga","Etchells","Peter Vessella  / Tracy Usher / John Callahan","30","7","12","22","22","[30]","63.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","92","USA 928","Somethind Good","Etchells","Bill Mauk / Ched Proctor  / Rafael Malendez / Andre Guaragna","23","28","11","2","32","[32]","64.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","60","USA 1060","US Youth Team","Etchells","Connor Needham  / Jimmy Kennedy / Bram Brakman / Hannah Polster","12","23","19","11","25","[25]","65.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","24","USA 1424","USA 1424","Etchells","Barry Parkin  / Peter Mannion / Clay Snyder","19","12","31","18","24","[31]","73.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","98","USA 1398","Firing Line","Etchells","Bruce Burton  / Glenn  Burton / Jon  Easley","8","29","36","30","12","[36]","79.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","90","USA 1090","Leading Edge","Etchells","Jeff Dever  / Anson Mulder / Cameron Borkowski","20","15","26","20","29","[29]","81.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","41","GBR 1441","Highlife","Etchells","Peter Rogers  / Ben Cooper / Neil Harrison","25","16","28","25","16","[28]","82.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","73","USA 1373","Victory","Etchells","Buddy Cribb  / Eamonn DeLisser / Joe Logan","11","26","21","29","33","[33]","87.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","27","CAN 1327","Blackadder","Etchells","Enrique Quintero  / Brendan  Healy / Rebecaa Liggins / Simon  Sanders","37","17","18","27","27","[37]","89.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","42","CAN 1426","Press Gang","Etchells","Roland van Hazel  / Geoff Moore / Marco","29","25","27","26","21","[29]","99.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","26","USA 1126","Not Ninkasi","Etchells","Rick Kaiser  / Gerri Whitley / Mary Bruecker / David Miller","18","36","34","35","17","[36]","104.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","71","USA 1371","USA 1371","Etchells","Ken Womack  / Watt Duffy / Dan Peckham","16","37","35","33","26","[37]","110.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","75","USA 1055","Vertigo","Etchells","Christopher Lanza  / Ed Cabassa / Alvaro Sanchis","36","32","33","31","23","[36]","119.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","82","USA 1282","Athena","Etchells","John Donnelly  / Chris  Clark / Paul  Abdullah","21","35","30","34","39/RET","[39]","120.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","88","USA 1388","ANNIE","Etchells","Gary Gilbert  / Alan Kelley / Ridgly MacKenzie","35","33","22","36","31","[36]","121.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","17","GBR 1417","China Wight","Etchells","Nicholas Stagg  / Rob Goddard / Ollie Spencer Cornfield","28","30","29","37","34","[37]","121.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","7","USA 1307","Nemesis","Etchells","Jeff Nehms  / Tim Banks / Yadir Gomez","32","31","37","32","28","[37]","123.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","37","USA 907","Volition","Etchells","Ed Kriese  / Tom Dawson / Tac Beston","38","34","39/RET","28","30","[39]","130.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","22","USA 1202","Jeremiah","Etchells","Jonah Pruitt  / David  Bannister / Gabriele Armstrong","33","38","32","38","36","[38]","139.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4368","Sid Doren Memorial",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","34","GBR 1434","Alfie","Etchells","Lawrie Smith  / P. Andrada / G. Ribeiro / R. Parslow","2","1","1","3","9","[9]","7.0","2018","https://www.yachtscoring.com/event_results_cumulative.cfm?eID=4369","Florida State Championship",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
